date_scraped,company_name,title,location,salary,url,career_page,description,source_platform
2026-06-02,Abridge,Data Engineer,SF Office,,https://jobs.ashbyhq.com/Abridge/480c4c99-2ca8-4dc7-ba6b-29a9ee28ed95,https://jobs.ashbyhq.com/Abridge,"About Abridge
Abridge was founded in 2018 with the mission of powering deeper understanding in healthcare. Our AI-powered platform was purpose-built for medical conversations, improving clinical documentation efficiencies while enabling clinicians to focus on what matters most—their patients.
Our enterprise-grade technology transforms patient-clinician conversations into structured clinical notes in real-time, with deep EMR integrations. Powered by Linked Evidence and our purpose-built, auditable AI, we are the only company that maps AI-generated summaries to ground truth, helping providers quickly trust and verify the output. As pioneers in generative AI for healthcare, we are setting the industry standards for the responsible deployment of AI across health systems.
We are a growing team of practicing MDs, AI scientists, PhDs, creatives, technologists, and engineers working together to empower people and make care make more sense. We have offices located in the Mission District in San Francisco, the SoHo neighborhood of New York, and East Liberty in Pittsburgh.
The Role
Our generative AI-powered products are revolutionizing the practice of medicine, and we’re looking for a highly motivated Data Engineer to join our growing US-based Data Engineering team. In this crucial role, you will build and optimize large scale data infrastructure to drive business decisions and machine learning research.
What You’ll Do
Build and maintain scalable data services, pipelines and storage solutions for the feedback of unstructured application data for ML training and evaluation purposes.
Build and manage OLAP databases, ELTs and general data tooling  for analytics , business decisions and products features.
Work closely with a team of frontend and backend engineers, product managers, and analysts.
Optimize data infrastructure to enhance the throughput, latency and reliability of the data system.
Investigate and correct issues identified through data operations monitors, tools, and reports.
Designs data integrations and data quality framework.
What You’ll Bring
5+ years of experience in Data Engineering or Backend Engineering with a focus on data systems.
Proficient in at least one general purpose programming language (e.g., Python, Java, Scala) and SQL (any variant)
Proficiency with at least one modern cloud provider (GCP, AWS, Azure) and accompanying data services
Experience in building systems that manage the ingest, transformation, and management of both structured and unstructured data types
Deep knowledge of modern data infrastructure best practices
Experience with distributed systems and different distributed processing frameworks
Experience with Terraform, Kubernetes, and containerization technologies.
Familiarity with the deploying ML models at scale a bonus
Experience in building data products that are well-modeled, documented and easy to understand and maintain.
Ability to prioritize amidst changing priorities in a fast moving environment
Why Work at Ab",ashby
2026-06-02,Airwallex,"Senior Software Engineer, Data Platform & AI EnablementEngineeringEngineering•San FranciscoAmericas,San FranciscoSan Francisco",San Francisco,,https://careers.airwallex.com/job/e16f8718-8a78-48df-9419-e78f9be67f50/senior-software-engineer-data-platform-ai-enablement/,https://airwallex.com/careers,"Senior Software Engineer, Data Platform & AI Enablement - Airwallex Careers
Senior Software Engineer, Data Platform & AI Enablement
Apply now
Jobs
Job details
Jobs
Job details
Application
Senior Software Engineer, Data Platform & AI Enablement
Engineering
San Francisco
Full Time
Apply now
About Airwallex
Airwallex is the only unified payments and financial platform for global businesses. Powered by our unique combination of proprietary infrastructure and software, we empower over 200,000 businesses worldwide – including Brex, Rippling, Navan, Qantas, SHEIN and many more – with fully integrated solutions to manage everything from business accounts, payments, spend management and treasury, to embedded finance at a global scale.
Proudly founded in Melbourne, we have a team of over 2,000 of the brightest and most innovative people in tech across 26 offices around the globe. Valued at US$8 billion and backed by world-leading investors including T. Rowe Price, Visa, Mastercard, Robinhood Ventures, Sequoia, Salesforce Ventures, DST Global, and Lone Pine Capital, Airwallex is leading the charge in building the global payments and financial platform of the future. If you’re ready to do the most ambitious work of your career, join us.
Attributes We Value
We hire successful builders with founder-like energy who want real impact, accelerated learning, and true ownership. You bring strong role-related expertise and sharp thinking, and you’re motivated by our mission and
operating principles
. You move fast with good judgment, dig deep with curiosity, and make decisions from first principles, balancing speed and rigor.
You’re humble and collaborative; turn zero‑to‑one ideas into real products, and you “get stuff done” end-to-end. You use AI to work smarter and solve problems faster. Here, you’ll tackle complex, high‑visibility problems with exceptional teammates and grow your career as we build the future of global banking. If that sounds like you, let’s build what’s next.
About the team:
The Knowledge Platform team is at the heart of our company’s data and AI strategy. We are building the foundational infrastructure that empowers the entire company to leverage data, AI, and ML into business impact. We accomplish this by creating platforms that handle the entire data and AI/ML lifecycle, simplifying the interface while providing proper safety and governance. This includes managing our data infrastructure (Databricks, Spark, Kafka, etc.), the technology to serve that data to our users (RAG, MCP, etc.), and the platform to host and govern these AI/ML models.
In 2026, our team’s overarching mission is to evolve our full data ecosystem—encompassing both platform and models—into a fully AI agent-ready infrastructure; we will empower customers to engage directly with the data platform to extract actionable value through capabilities like analytics and natural language querying, while also upgrading the platform to deliver robust, real-time performance for instant, d",html_fallback
2026-06-02,Alchemy,Data Analytics Engineer ,San Francisco,,https://jobs.ashbyhq.com/alchemy/75e6dd36-4916-4e72-a596-037945fd741f,https://jobs.ashbyhq.com/alchemy,"The Role
This role sits at the frontier of how AI consumes and acts on internal company data. You'll be the data layer for the entire company — a strategic partner to Finance, Marketing, Sales, Product, and Data Science — designing the clean, trusted datasets that power our AI tooling and ensuring every team can make decisions from a single source of truth. You'll explore how technologies like MCP can unlock self-serve AI data access across the org, and ensure that as we adopt new AI capabilities, our data is ready to meet them. The rest of the company's AI ambitions run through you.
What You'll Do:
Build and own the canonical data models in Snowflake that serve as Alchemy's company-wide source of truth — clean, queryable, and AI-ready
Structure datasets so vendor AI tools perform optimally out of the box, with consistent schemas, rich semantics, and well-indexed access patterns
Explore and prototype MCP integrations that let internal teams query data conversationally
Eliminate shadow tables and one-off datasets by proactively serving team data needs at the platform level, freeing data science to move faster
Own the transformation layer (dbt), with rigorous testing and validation so every downstream consumer — human or AI — can trust what they're working with
What We're Looking For:
6+ years in data engineering with strong SQL and deep Snowflake expertise
Experience designing efficient, scalable analytical data models
Proficiency with dbt or comparable transformation frameworks
Strong data quality instincts and a track record of building infrastructure that unblocks teams
Good judgment — you scope well, prioritize ruthlessly, and communicate tradeoffs
Experience in startups, a plus
Benefits & Perks
🏥  Medical, Dental, & Vision
💪  Gym Reimbursement
🖥️  Home Office Build-out Budget
🥙  In-Office Group Meals
🚅 Commuter Benefits
🌴 Flexible Time Off
🧘‍♂️  Wellbeing & Mental Health Perks
🧠 Learning & Development Stipend
🌎  Company Sponsored Conferences & Events
💸  HSA and FSA Plans
🧬  Fertility Benefits
More on The Role
Alchemy is committed to offering competitive compensation, including base salary as well as equity. Additionally, Alchemy offers comprehensive medical, dental, and vision coverage, as well as other benefits such as 401k and unlimited flexible time off.
The base salary range for this position is estimated to be between $200,000 - $240,000 annually. Please note this range reflects base salary only, and does not include bonus, equity, or benefits. Your salary will be determined by various factors, including relevant experience, skill set, qualifications, and other business needs.",ashby
2026-06-02,Amplitude,"Senior Fullstack Engineer, Core Analytics","San Francisco, CA",,https://job-boards.greenhouse.io/amplitude/jobs/8423428002,https://boards.greenhouse.io/amplitude,"<div class=""content-intro""><p>Amplitude is the leading AI analytics platform, helping over 4,700 customers—including Atlassian, Burger King, NBCUniversal, and Square—build better products and digital experiences. With powerful AI Agents embedded across our platform, teams can analyze, test, and optimize user experiences faster than ever. Ranked #1 across multiple categories in G2’s Winter 2026 Report, Amplitude is the best-in-class solution for product, data, and marketing teams. Learn more at <a href=""http://amplitude.com"">amplitude.com</a>.</p>
<p>As an organization, we deliver for our customers by living our values. We operate from a place of humility, take ownership of problems and successes, approach challenges with a growth mindset, and put our customers at the center of everything we do.</p>
<p><strong>Amplitude’s Commitment to Diversity Equity &amp; Inclusion (DEI): </strong>Amplitude believes that diversity enables the creation of better products, improves the ability to solve complex problems, and drives more powerful solutions. We strive to create an environment of inclusion—one focused on psychological safety, empathy, and human connection—that will allow employees of all backgrounds to thrive.</p></div><p><strong>About The Role &amp; Team</strong></p>
<p>We’re looking for a Fullstack Engineer to join the Core Analytics team, the group behind our flagship analytics product loved by thousands of product teams worldwide. <br>You’ll work with our Product Manager and Designer to define, build, and ship end-to-end features that elevate the Analytics experience. You’ll own your impact from shaping product direction to delivering performant, reliable, and delightful user experiences.</p>
<p>Our engineers are customer-focused and solve complex data problems to deliver a better user experience. We deliver value quickly and iteratively. If you’re passionate about building exceptional data-powered experiences that help businesses understand their customers, we’d love to meet you.</p>
<p>The team’s mission is to deliver a fast, intuitive, and reliable Analytics platform that empowers customers to confidently uncover insights about their products while driving infrastructure initiatives that strengthen and scale the platform.<br><br></p>
<p>&nbsp;<strong>As a Senior Engineer, you will:&nbsp;</strong></p>
<ul>
<li>Work with Product Management and Design to generate and turn novel ideas for solving customer problems into engineering solutions</li>
<li>Drive business impact through owning the end-to-end delivery of projects</li>
<li>Have a strong critical thinking and problem-solving mindset with attention to detail&nbsp;</li>
<li>Get involved in performance optimization and scaling efforts</li>
<li>Drive business impact through leading the highest-leverage projects</li>
<li>Have interest or experience in technical leadership of an engineering team</li>
<li>Mentor and contribute to the success of other engineers on the team</li>
</ul>
<p>&nbsp;</p>
<",greenhouse
2026-06-02,Amplitude,"Staff Fullstack Engineer, Core Analytics","San Francisco, CA",,https://job-boards.greenhouse.io/amplitude/jobs/8444770002,https://boards.greenhouse.io/amplitude,"<div class=""content-intro""><p>Amplitude is the leading AI analytics platform, helping over 4,700 customers—including Atlassian, Burger King, NBCUniversal, and Square—build better products and digital experiences. With powerful AI Agents embedded across our platform, teams can analyze, test, and optimize user experiences faster than ever. Ranked #1 across multiple categories in G2’s Winter 2026 Report, Amplitude is the best-in-class solution for product, data, and marketing teams. Learn more at <a href=""http://amplitude.com"">amplitude.com</a>.</p>
<p>As an organization, we deliver for our customers by living our values. We operate from a place of humility, take ownership of problems and successes, approach challenges with a growth mindset, and put our customers at the center of everything we do.</p>
<p><strong>Amplitude’s Commitment to Diversity Equity &amp; Inclusion (DEI): </strong>Amplitude believes that diversity enables the creation of better products, improves the ability to solve complex problems, and drives more powerful solutions. We strive to create an environment of inclusion—one focused on psychological safety, empathy, and human connection—that will allow employees of all backgrounds to thrive.</p></div><p><strong>About The Role &amp; Team</strong></p>
<p>We’re looking for a Fullstack Engineer to join the Core Analytics team, the group behind our flagship analytics product loved by thousands of product teams worldwide.</p>
<p>You’ll work with our Product Manager and Designer to define, build, and ship end-to-end features that elevate the Analytics experience. You’ll own your impact from shaping product direction to delivering performant, reliable, and delightful user experiences.</p>
<p>Our engineers are customer-focused and solve complex data problems to deliver a better user experience. We deliver value quickly and iteratively. If you’re passionate about building exceptional data-powered experiences that help businesses understand their customers, we’d love to meet you.</p>
<p>The team’s mission is to deliver a fast, intuitive, and reliable Analytics platform that empowers customers to confidently uncover insights about their products while driving infrastructure initiatives that strengthen and scale the platform.</p>
<p>&nbsp;<strong>As a Staff Engineer, you will:&nbsp;</strong></p>
<ul>
<li>Work with Product Management and Design to generate and turn novel ideas for solving customer problems into engineering solutions</li>
<li>Drive business impact through owning the end-to-end delivery of projects</li>
<li>Have a strong critical thinking and problem-solving mindset with attention to detail&nbsp;</li>
<li>Get involved in performance optimization and scaling efforts</li>
<li>Drive business impact through leading the highest-leverage projects</li>
<li>Have interest or experience in technical leadership of an engineering team</li>
<li>Mentor and contribute to the success of other engineers on the team</li>
</ul>
<p><strong>You'll be ",greenhouse
2026-06-02,Astranis,Software Engineer Intern - Data Platform (Summer 2026),"San Francisco, CA",,https://job-boards.greenhouse.io/astranis/jobs/4667477006,https://boards.greenhouse.io/astranis,"<div class=""content-intro""><p>Astranis builds advanced satellites for high orbits, expanding humanity’s reach into the solar system. Today, Astranis satellites provide dedicated, secure networks to highly-sophisticated customers across the globe— large enterprises, sovereign governments, and the US military. With five satellites on orbit and many more set to launch soon, the company is servicing a backlog of more than $1 billion of commercial contracts.<br><br>Astranis is the preferred satellite communications partner for buyers with stringent requirements for uptime, data security, network visibility, and customization. Astranis has raised over $750 million from some of the world’s best investors, from Andreessen Horowitz to Blackrock and Fidelity, and employs a team of 450 engineers and entrepreneurs. Astranis designs, builds, and operates its satellites out of its 153,000 sq. ft. headquarters in Northern California, USA.</p></div><h4><strong>Software Engineer Intern - Data Platform (Summer 2026)</strong></h4>
<p style=""text-align: left;"">As a Software Engineer Intern, you'll build and extend the systems that ingest, store,&nbsp;and query the massive streams of telemetry flowing from our satellite fleet in real time. From designing data&nbsp;pipelines that handle thousands of channels per spacecraft to building monitoring rules that catch anomalies before they become problems, your work will give mission operators the visibility they need to keep satellites&nbsp;healthy and online.</p>
<p style=""text-align: left;"">You'll be working at the intersection of data engineering and space operations, building tools that turn raw satellite signals into actionable insight.&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>
<p style=""text-align: left;"">This role will contribute to both our commercial and US government programs.</p>
<h4><strong>Role</strong></h4>
<ul>
<li>Design and build monitoring rules and anomaly detection capabilities for our telemetry data platform</li>
<li>Contribute across the data platform by building out client libraries, data pipelines, query interfaces, and APIs &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</li>
<li>Collaborate with mission operations and engineering teams to define monitoring requirements and data needs</li>
</ul>
<h4><strong>Requirements</strong></h4>
<ul>
<li>Currently pursuing a B.S. or M.S. in Computer Science, or equivalent degree</li>
<li>Strong proficiency in Python</li>
<li>Experience and understanding of databases (Postgres, time-series databases, etc)</li>
<li>Experience and understanding of API design (REST, gRPC, Protocol Buffers)</li>
<li>Don't meet them all? Not a problem. Ple",greenhouse
2026-06-02,Bamboo Health,Surgical Episode OptimizationBamboo TEAM Bundles optimizes surgical episodes with real-time insights and predictive analytics to improve benchmarks.,,,https://bamboohealth.com/solutions/team-bundles/,https://bamboohealth.com/careers,"TEAM Bundles | Win at CMS TEAM From Day One | Bamboo Health
This site uses cookies
We use cookies to provide you with the best possible experience. By continuing to use our site, you agree to our use of cookies. Find out more in our
Privacy Policy
.
Agree and Close
Is your state ready for Rural Health Transformation?
Is your state ready for Rural Health Transformation?
About Us
News & Resources
Contact Us
Bamboo TEAM Bundles
Win at CMS TEAM From Day One
Bamboo TEAM Bundles is one of the most comprehensive and robust solutions designed to help hospitals excel under CMS’s mandatory Transforming Episode Accountability Model (TEAM). From ensuring accurate risk-adjusted benchmarks to effective discharge planning and post-acute care monitoring, this integrated solution drives results across the entire 30-day episode post-surgery.
Get in Touch
How It Works
Key Benefits
Impact
Real-Time Decision Support Across Every Stage of the Surgical Episode
CMS TEAM regulations require hospitals to manage cost and quality across complex surgical episodes simultaneously. However, inconsistent specialist workflows, limited visibility into patient clinical risk and inadequate post-discharge care optimization and monitoring create operational blind spots at the most critical junctures of patient care.
Bamboo TEAM Bundles changes the equation. With Real-Time Care Intelligence™ and
Radial’s
industry-leading predictive analytics, we help hospitals act smarter before, during and after surgery.
Prior to Day of Surgery:
Capture complete patient complexity early and optimize site-of-care decisions to set the right benchmark from the start.
During Surgery, In Facility:
Deliver embedded real-time insights to guide smarter surgical and discharge decisions across all service lines.
30-Day Post-Anchor Window:
Reduce SNF/IRF spending with AI-driven discharge recommendations, continuously monitor patients across care settings and prevent unnecessary readmissions and emergency department visits.
Key Benefits
Smarter Surgical Site-of-Care Decisions
Leverage predictive analytics to optimize inpatient vs. outpatient placement, balancing quality and cost from the start in a site-neutral payment program.
Accurate Risk Adjustment Early
Surface suspect diagnosis code pre-surgery, even when claims data is unavailable, ensuring accurate risk adjustment and reimbursement.
AI-Powered PAC Optimization
Support higher quality, cost-effective outcomes with industry-leading AI-powered recommendations for discharge timing and post-acute placement informed by the patient’s risk profile and quality of available PAC facilities.
Maintain Episode Visibility Post-Discharge
Prospectively estimate readmission risk and track patients across care settings in real time, ensuring continuity, reducing readmissions and delivering on quality metrics throughout the 30-day window.
Our Impact
Bamboo TEAM Bundles can deliver Real-Time Care Intelligence™ and AI-driven analytics to help hospitals act at pivotal care momen",html_fallback
2026-06-02,Bamboo Health,"PDMP AnalyticsNarxCare® offers healthcare professionals data, visualizations and analytics to support a more informed review of PDMP data.",,,https://bamboohealth.com/solutions/narxcare/,https://bamboohealth.com/careers,"NarxCare | Bamboo Health
This site uses cookies
We use cookies to provide you with the best possible experience. By continuing to use our site, you agree to our use of cookies. Find out more in our
Privacy Policy
.
Agree and Close
Is your state ready for Rural Health Transformation?
Is your state ready for Rural Health Transformation?
About Us
News & Resources
Contact Us
NarxCare®
PDMP Analytics
The NarxCare platform comprises a set of data and tools delivered within tiles that are intended to support a healthcare provider’s review of a patient’s controlled substance data from government-managed and regulated Prescription Drug Monitoring Programs (PDMPs).
Learn More
Request a Demo
Thank you!
We will be in touch shortly.
Make More Informed Prescribing Decisions
Every state operates a PDMP to track controlled substance prescriptions and aggregate longitudinal data. While these PDMPs provide a wealth of information on drug usage, accessing their databases can be time-consuming and difficult to understand at a glance.
NarxCare helps clinicians visualize PDMP data with real time intelligence and decision support integrated directly within clinical workflows.
Key Benefits
Optimize Care Coordination
User-friendly platform makes complex dispensing data easy-to-understand and share with care team members, fostering an informed and coordinated approach to care.
Ease Provider Burden
With decision support delivered directly into existing point-of-care systems and clinical workflows, prescribers and dispensers can save valuable time accessing PDMP data and focusing additional time on what matters most – patients.
Improve Patient Outcomes
Real-time intelligence helps providers identify potential risk factors and helps them to make more informed clinical decisions, with the goal of improving  care outcomes.
Our Impact
Bamboo Health provides real-time intelligence and clinical decision support to help clinicians and pharmacists make more informed prescribing and dispensing decisions and spend more time with patients, with the goal of improving health outcomes.
Learn More
106M+
controlled substance insights delivered into EHR and pharmacy management systems per month
1M+
providers accessing government managed and regulated PDMP
information  in clinical workflows
Get in Touch
Speak with Us
Tell us all about your organization’s care coordination and care intelligence needs.
Speak with Us
Schedule a Demo
See how our technologies deliver critical patient information in real-time and in clinical workflows.
Schedule a Demo
View Our Resources
Read more about our customers’ successes and how we’re working to improve public health.
View Our Resources
NarxCare is an application that provides a set of data, visualizations and analytics to support prescribers’ and dispensers’ review of controlled substance data from government managed and regulated Prescription Drug Monitoring Programs (PDMPs). NarxCare is intended to aid, not replace, medical decision making. None of the in",html_fallback
2026-06-02,Bamboo Health,Staff Data Engineer,,,https://ats.rippling.com/bamboo-health-careers/jobs/5ade622e-9a85-47c5-a88f-313d08e74610,https://bamboohealth.com/careers,"Staff Data Engineer
Staff Data Engineer
Bamboo Health is the leader in Real-Time Care Intelligence™ solutions aimed at improving lives for everyone experiencing physical and behavioral health challenges. We are driven by our mission to empower clients to deliver seamless, high-quality and cost-effective care during pivotal moments to improve health outcomes. From coast to coast, Bamboo Health partners with all major retail pharmacy chains, 52 states and territories, 100% of the top 10 best hospitals and more than half of the country’s largest health plans to improve more than 1 billion patient encounters annually. Join us in improving lives during pivotal care moments!
Summary:
The Staff Data Engineer role is part of the Bamboo Health Engineering Team. You would serve as a lead engineer responsible for building and supporting Data Warehousing and reporting functions. As, Staff Data Engineer, you will be hands-on with PostgreSQL, Redshift, Kubernetes, and other AWS technologies. You will be working within a team that builds, designs, and supports cloud based ETL, containerized solutions and data warehouses that enable data reporting, analytics, and data science. Our team continuously seeks opportunities to automate, apply new AWS products and features, and strive for technological modernization. You will partner with other Engineering team members, Architects, Data Scientists, Analysts, and other Bamboo Health professionals
.
What You’ll Do:
Develop, debug and support ETL processes utilizing AWS services
Lead ideation and development of data models used for data science and analytics
Meet the delivery expectations of the Agile Project Management methodology
Maintain and optimize reports and extracts that serve as lifesaving information sources to customers
Create clear and concise documentation regarding technical solutions, while sharing knowledge and documentation with teammates via “Lunch and Learns”
Collaborate with internal and external customers to deliver modern data products
Explore opportunities to enhance workflows through AI or automation tools (e.g., document summarization, task routing, or data parsing).
Identify repetitive tasks and partner with team leads to implement scalable automation solutions.
What Success Looks Like…
In 3 months…
Become familiar with the architecture and processes of Bamboo Health services, especially Data Warehouses and reporting products.
Understand the roadmap of Data Engineering projects and how your efforts contribute.
Ship code to contribute fixes and improvements to our data pipelines.
Participate in troubleshooting and hotfix of ETL and reporting issues/outages.
Identify at least one opportunity in your role to pilot or apply AI or automation (e.g., streamlining a task, summarizing data, generating content)
In 6 months…
Optimize our Kubernetes deployments and other operational processes with emphasis on ETL and reporting.
Develop complex queries, automation through AWS infrastructure and analytics work",html_fallback
2026-06-02,Baseten,Data Engineer,San Francisco,,https://jobs.ashbyhq.com/baseten/c2ba6c50-d282-4478-98e9-668f94facde8,https://jobs.ashbyhq.com/baseten,"ABOUT BASETEN
Baseten powers mission-critical inference for the world's most dynamic AI companies, like Cursor, Notion, OpenEvidence, Abridge, Clay, Gamma and Writer. By uniting applied AI research, flexible infrastructure, and seamless developer tooling, we enable companies operating at the frontier of AI to bring cutting-edge models into production. We're growing quickly and recently raised our
$300M Series E
, backed by investors including BOND, IVP, Spark Capital, Greylock, and Conviction. Join us and help build the platform engineers turn to to ship AI products.
THE ROLE
We’re hiring a Data
Engineer
to build and scale Baseten’s internal data platform. This role sits at the intersection of data engineering, analytics, and data science, transforming raw product and business data into reliable datasets that power decision-making.
You’ll design the data models, pipelines, and analytics infrastructure that enable teams across Product, Engineering, Finance, Marketing, and Sales to understand usage and performance. This includes working with AI inference, infrastructure, and observability data to generate insights about the product, business operations and platform economics.
You’ll partner closely with stakeholders to build robust, scalable pipelines, define company-wide metrics that inform strategy and planning.
RESPONSIBILITIES
Design and maintain
core data models and semantic layers
Develop and orchestrate
batch and streaming
data pipelines using technologies such as Apache Beam, Kafka, Airflow, or similar frameworks
Analyze
inference and infrastructure telemetry
, including data from OpenTelemetry, Grafana,
and other observability tools
Define and maintain
company-wide metrics
across product usage, performance, and customer lifecycle
Enable
self-service analytics
through agents and tools, with well-structured semantic layers and context
Ensure
data reliability and quality
through testing, documentation, and governance
link
PREFERRED QUALIFICATIONS
Understanding of
inference metrics
such as latency, throughput, token usage, and model performance
Experience supporting B2B SaaS and/or
consumption-based
platforms
Application of forecasting and predictive modeling (e.g., ARIMA, Prophet) to business processes
BENEFITS
Competitive compensation, including meaningful equity.
100% coverage of medical, dental, and vision insurance for employee and dependents
Flexible PTO policy including company wide Winter Break (our offices are closed from Christmas Eve to New Year's Day!)
Paid parental leave
Fertility and family-building stipend through Carrot
Company-facilitated 401(k)
Exposure to a variety of ML startups, offering unparalleled learning and networking opportunities.
Apply now
to embark on a rewarding journey in shaping the future of AI! If you are a motivated individual with a passion for machine learning and a desire to be part of a collaborative and forward-thinking team, we would love to hear from you.
At Baseten, we are committed to fostering a d",ashby
